Nome da Música,Nome do Artista,Ano de Lançamento,Gênero Musical,Letra da Música,Playlist
Prato do Dia,Liu & Léu,2003,Sertanejo,"Sobre as margens de uma estrada
Uma simples pensão existia
A comida era tipo caseira
E o frango caipira era o prato do dia
Proprietário homem de respeito 
Ali trabalhava com sua família
Cozinheira era sua esposa
E a garçonete era uma das filhas

Foi chegando naquela pensão
Um viajante já fora de hora
Foi dizendo para a garçonete
Me traga um frango, vou jantar agora
Eu estou bastante atrasado
Terminando eu já vou embora
Ela então respondeu num sorriso:
Mamãe tá de pé pode crer não demora

Quando ela foi servir a mesa
Delicada e com muito bom jeito
Me desculpe mas trouxe uma franga, 
Talvez não esteja cozida direito
O viajante foi lhe respondendo
Prá mim franga crua talvez eu aceito
Sendo uma igual a você seja 
Qualquer hora também não rejeito

Foi saindo de cabeça baixa
Prá queixar ao seu pai a mocinha
Minha filha mate outra franga
Pode temperar, porém não cozinha
Vou levar essa franga na mesa
Se bem que comigo a coversa é curtinha
É a coisa que mais eu detesto
Ver homem barbado fazendo gracinha

Foi chegando o velho e dizendo
Vim trazer o pedido que fez
Quando o cara tentou recusar 
Já se viu na mira de um schimitt inglês
O negócio foi limpar o prato 
Quando o proprietário lhe disse cortês:
Nós estamos de portas abertas, 
Pra servir à moda que pede o freguês",Sertanejo Raiz
Pantanal,Teodoro & Sampaio,2023,Sertanejo,"Nasci na cidade grande
Me criei no pantanal
Essa terra é minha casa
Pra mim não tem nada igual
Se fico longe daqui
Dá uma agonia no coração
Dá vontade de chorar
Saudade me faz voltar
Amo demais esse chão

Pantanal de belezas naturais
Meu pedacinho do céu
Recanto dos animais
Sou um homem apaixonado
Vivendo na solidão
Pra tudo se dá um jeito
Só não sei tirar do peito
Esse amor essa paixão

Aqui sou muito feliz
Um verdadeiro pantaneiro
A minha pele surrada
Da mata carrega o cheiro
Um encontro inesperado
Dividiu o meu viver
Um amor que é divinal
Eu amo meu pantanal
Mas também amo você

Pantanal de belezas naturais
Meu pedacinho do céu
Recanto dos animais
Sou um homem apaixonado
Vivendo na solidão
Pra tudo se dá um jeito
Só não sei tirar do peito
Esse amor essa paixão",Sertanejo Raiz
Paixão,Gilberto e Gilmar,2019,Sertanejo,"Daqui pra frente eu quero muito mais 
me perder no seu amor
De hoje em diante eu quero esquecer 
todo pranto que chorei 
Você é minha fonte de carinho 
você é meu desejo meu prazer 
Daqui pra frente eu quero caminhar 
lado a lado com você 

Paixão que coisa linda 
Quando acontece pega a gente e deixa assim 
Paixão me alucina 
De corpo e alma põe dentro de mim 

Daqui pra frente eu quero viajar 
nos teus beijos e abraços 
Eu quero caminhar pra onde for 
o destino dos seus passos 
Sorrir até chorar se for preciso 
e dividir contigo o cobertor 
Daqui pra frente eu quero me guardar 
nos teus braços meu amor",Sertanejo Raiz
Tô indo embora (Participação especial de Di Paullo & Paulino) - Ao vivo,Day e Lara,2019,Sertanejo,"O que eu não tenho em casa
Há eu encontro em outros braços
Até pareço uma menina
Quando o outro me dá um abraço

Quem não tem amor em casa
Vai se ajeitar na rua
Se você não tem pra dar
Sei que a culpa não é sua

Mas por favor me entenda
Não estou te traindo
Eu só quero um carinho
E você não tem pra dar

Fui buscar o que eu não tinha
Em outros braços
Tô indo embora um abraço
Tem alguém a me esperar",Sertanejo Raiz
Pot-Pourri: Chico Mineiro / Tristeza do Jeca / Moreninha Linda - Ao Vivo,Michel Teló,2017,Sertanejo,"verse
Vamos juntos
Fizemos a última viagem
Foi lá pro sertão de Goiás
Fui eu e o Chico Mineiro
Também foi o Capataz
verse
Viajemos muitos dias
Pra chegar em Ouro Fino
Aonde nós passemo' a noite
Numa festa do Divino
verse
A festa estava tão boa
Mas antes não tivesse ido
O Chico foi baleado
Por um homem desconhecido
verse
Larguei de comprar boiada
Mataram meu companheiro
Acabou o som da viola
Acabou-se o Chico Mineiro
verse
Nessa viola canto e gemo de verdade
Cada troada representa uma saudade
Nessa viola canto e gemo de verdade
Cada troada representa uma saudade
verse
Tonico e Tinoco tinham essas modas sofridas
Mas eles tinham as modas de arrastar o pé, desde lá daquele tempo
Quero ver todo mundo junto comigo na palma, assim ó
Chora viola
Vamo que vamo
verse
E meu coração tá pisado
Como a flor que murcha e cai
Pisado pelo desprezo
Do amor quando desfaz
verse
Deixando a triste lembrança
Adeus para nunca mais
Moreninha linda do meu bem querer
É triste a saudade longe de você
verse
Moreninha linda do meu bem querer
É triste a saudade longe de você
Vai viola
verse
O amor nasce sozinho
Não é preciso plantar
A paixão nasce no peito
Falsidade no olhar
Você nasceu para outro
E eu nasci para te amar
chorus
Moreninha linda do meu bem querer
É triste a saudade longe de você
Moreninha linda do meu bem querer
É triste a saudade longe de você
outro
Moreninha linda do meu bem querer
É triste a saudade longe de você
Moreninha linda do meu bem querer
É triste a saudade longe de você
Obrigado",Sertanejo Raiz
Tenho Ciúmes de Tudo / Esqueci - Ao Vivo,Gabriel Gava,2018,Sertanejo,"Tu és a criatura mais linda
Que meus olhos já viram
Tu tens a boca mais linda
Que a minha boca beijou

São meus os teus lábios, esses lábios
Que os meus desejos mataram
São minhas tuas mãos, essas mãos
Que as minhas mãos afagaram

Sou louco por ti, eu sofro por ti
Te amo em segredo
Adoro teu corpo divino
Que pelas mãos do destino
A mim tu viestes

Tenho ciúme do sol
Do luar e do mar
Tenho ciúme de tudo
Tenho ciúme até
Da roupa que tu vestes

Não vou impedir você partir
Nem vou pedir que fique aqui
Vou me portar com toda classe

Não vou te pedir que volte atrás
Que pare um pouco, pense mais
Nem te impedir que chame um táxi

Eu até já esqueci
A cor dos teus olhos castanhos
Que tem um metro e sessenta
E que se demora no banho
Esqueci que seu sapato
É do tamanho 36
E que adora fazer sexo
Trinta vezes por mês

Esqueci que me acorda
Com o café da manhã
Nos seus braços me apertando
Se dizendo minha fã
Esqueci de te dizer
Que este pranto nos meus olhos
É que o meu time perdeu
E por isso, então, eu choro",Sertanejo Raiz
Saudade Da Minha Terra,Belmonte & Amaraí,1997,Sertanejo,"Saudade de Minha Terra



De que me adianta viver na cidade
Se a felicidade não me acompanhar
Adeus paulistinha do meu coração
Lá pro meu sertão eu quero voltar
Ver a madrugada quando a passarada
Fazendo a alvorada começa a cantar
Com satisfação, eu arreio o burrão
Cortando o estradão, eu saio a galopar
E vou escutando o gado berrando
Sabiá cantando no jequitibá

Por Nossa Senhora, meu sertão querido
Vivo arrependido por ter te deixado
Essa nova vida aqui na cidade
De tanta saudade eu tenho chorado
Aqui tem alguém, diz que me quer bem
Mas não me convém, eu tenho pensado
Eu vivo com pena, pois essa morena
Não sabe o sistema que eu fui criado
Tô aqui cantando, de longe escutando
Alguém está chorando com o rádio ligado

Que saudade imensa do campo e do mato
Do nosso regato que corta as campina
Aos domingo eu ia passear de canoa
Nas lindas lagoas de águas cristalinas
Que doce lembrança daquela festança
Onde tinha dança e muitas meninas
Eu vivo hoje em dia sem ter alegria
O mundo judia mas também me ensina
Eu tô contrariado, mas não derrotado
Eu sou bem guiado pelas mãos divinas

Pra minha mãezinha já telegrafei
E já me cansei de tanto sofrer
Essa madrugada estarei de partida
Pra terra querida que me viu nascer
Já ouço sonhando o galo cantando
O inhambu piando no escurecer
A lua prateada clareando as estradas
A relva molhada desde o anoitecer
Eu preciso ir pra ver tudo ali
Foi lá que eu nasci, lá quero morrer",Sertanejo Raiz
Camisa Rosa,Vitor & Cadu,2020,Sertanejo,"Tô sentindo falta de você aqui
Quando me levanto quando vou dormir
Ta fazendo frio aqui debaixo do edredom
Aqui nessa cama ta sobrando espaço
Te procuro nela meu bem não te acho
E o desespero volta incomodar

Ta fazendo um ano que você saiu
Pra comprar cigarro ""puta que pariu""
Que boteco longe, onde você foi parar
A saudade já ta me deixando louco
E de gole em gole eu vou morrendo aos poucos
Mas não tenho pressa posso te esperar

Te espero no mesmo endereço
Sem hora marcada
O meu compromisso hoje, é fazer nada
Estou Disponivelmente pra você

Deixei o vinho no gelo
Como você gosta
Perfume importado
E a camisa rosa
Dessa vez eu juro vou ganhar você",Sertanejo Raiz
Panela Velha,Trio Parada Dura,2006,Sertanejo,"Tô de namoro com uma moça solteirona, 
a bonitona quer ser minha patroa, os
meus parentes já estão me criticando estão falando 
que ela é muito coroa, ela é madura já
tem mais de trinta anos mais para mim o 
que importa é a pessoa, 
não interessa se ela é coroa panela velha é que faz comida boa
Menina nova é muito bom mais mete medo não 
tem segredo e vive falando a toa eu 
só confio em mulher com mais de trinta
sendo distinta a gente erra ela perdoa, vale o capricho 
pode ser de qualquer raça, ser africana, italiana 
ou alemoa, não interessa se ela é coroa 
panela velha é que faz comida boa
A nossa vida começa aos quarenta anos, 
nasce os planos do futuro da pessoa, 
quem casa cedo logo fica separado, 
porque a vida de casado as vezes enjoa, dona de casa 
tem que ser mulher madura, porque ao contrário o problema se amontoa, 
não interessa se ela é coroa panela velha é que faz comida boa 
Vou me casar para ganhar o seu carinho, viver sozinho a gente desacossoa e o 
gaúcho sem mulher não vale nada e quenem peixe viver fora da lagoa, to resolvido vou 
contrariar meus parentes aquela gente que vive falando a toa,
não interessa se ela é coroa panela velha é que faz comida boa",Sertanejo Raiz
Quem É Que Chora por Mim?,Leonardo,2018,Sertanejo,"Nas asas da saudade
Eu deixei a liberdade ir embora
Quem é que chora por mim?
Quem é que chora?

Pelas curvas da paixão
Eu deixei meu coração cair fora
Quem é que chora por mim?
Quem é que chora?

Revirei os quatro cantos
Procurando seus encantos
Que o vento levou
Só ficou água de pranto
E a dor em cada canto
Que a gente se amou
Quem é que chora por mim?
Quem é que chora por mim?
Quem é que chora?

Restam
As marcas de batom numa cortina
O seu maiô á beira da piscina
E a nossa toalha sob o Sol
Resta
A sua imagem nua no chuveiro
Meu coração que sofre o tempo inteiro
E o cheiro do seu corpo em meu lençol",Sertanejo Raiz
Minas Gerais,Lucas Reis & Thácio,2020,Sertanejo,"Eu já fui muito feliz e agora eu não sou mais
Por causa de quem eu amo vou deiar minas gerais
Aqui não posso ficar e aqui eu não volto mais
Vou embora dessa terra e é assim que a gente faz
Não sei de onde concordar que eu fiz a coisa certa
Vocês sabem criticar e eu sei onde o calo aperta

Amanhã bem cedo eu vou pra onde não sei ainda
Eu choro não adianta a saudade não termina
Vou começar vida nova só uma coisa me anima
A viola vai comigo e só chora não desafina
O som do seu pontiado a todo mundo facina
E sempre traz um amor quando o antigo termina

Só vou levar a viola pra amenizar a distancia
Desse amor desencontrado só vou levar a lembrança
Aqui não quero voltar, vou mudar de moradia
Porque levar na bagagem a saudade que me judia
Chorar leite derramado é coisa que eu detesto
Eu cuido de me afasta e o tempo cuida do resto",Sertanejo Raiz
Franguinho na Panela,Lourenco & Lourival,2023,Sertanejo,"No recanto onde moro é uma linda passarela
O carijó canta cedo bem pertinho da janela
Eu levanto quando bate o sininho da capela
E lá vou eu pro roçado tenho Deus de sentinela
Tem dia que meu almoço é um pão com mortadela
Mas lá no meu ranchinho a mulher e os filhinhos
Tem franguinho na panela

Eu tenho um burrinho preto bão de arado e bão de sela
Pro leitinho das crianças a vaquinha Cinderela
Galinhada no terreiro papagaio tagarela
Eu ando de qualquer jeito de botina ou de chinela
Na roça se fome aperta vou apertando a fivela
Mais lá no meu ranchinho a mulher e os filhinhos
Tem franguinho na panela

Quando eu fico sem serviço a tristeza me atropela
Eu pego um bico pra fora deixo cedo a corruptela
Eu levo meu viradinho é um fundinho de tigela
É só farinha com ovo da gema bem amarela
É esse o meu almoço que desce seco na goela
Mas lá no meu ranchinho a mulher e os filhinhos
Tem franguinho na panela

Minha mulher é um doce e diz que sou o doce dela
Ela faz tudo pra mim tudo o que eu faço é pra ela
Não vestimos lã nem linho é no algodão e na flanela
É assim a nossa vida que levamos na cautela
Se eu morrer Deus dá um jeito mais a vida é muito bela
Não vai faltar no ranchinho pra mulher e os filhinhos
Um franguinho na panela",Sertanejo Raiz
Se Eu Não Puder Te Esquecer - Ao Vivo,Gian & Giovani,2021,Sertanejo,"Se eu não puder te esquecer
Mando dizer numa flor
Mando uma estrela avisar
Que o velho amor acordou

Se não puder me esquecer
Basta dizer por aí
Quando você sussurrar
Meu coração vai ouvir

Esquecer
Difícil demais
Ninguém é capaz
Se amou um pouquinho

Esquecer
Você nem pensar
E quando eu tentar
Que eu morra sozinho",Sertanejo Raiz
Fogão de Lenha - Ao Vivo,Caçulinha,2020,Sertanejo,"Espere minha mãe estou voltando
Que falta faz pra mim um beijo seu
O orvalho da manhã cobrindo as flores
Um raio de luar que era tão meu
O sonho de grandeza, ó mãe querida
Um dia separou você e eu
Queria tanto ser alguém na vida
Apenas sou mais um que se perdeu
Pegue a viola, e a sanfona que eu tocava
Deixe um bule de café em cima do fogão
Fogão de lenha, e uma rede na varanda
Arrume tudo mãe querida, que seu filho vai voltar
Mãe eu lembro tanto a nossa casa
As coisas que falou quando eu saí
Lembro do meu pai que ficou triste
E nunca mais cantou depois que eu partí
Hoje eu já sei, ó mãe querida
Nas lições da vida eu aprendi
O que eu vim procurar aqui distante
eu sempre tive tudo e tudo está ai",Sertanejo Raiz
Releituras: Mala Amarela - Acústico,Otávio Augusto E Gabriel,2019,Sertanejo,"Era 4:30, passava um pouquinho
E um fosco clarinho rasgava o barjão
Era o trem noturno, que vinha apontando
E logo parando na velha estação
Meu corpo tremia, meus olhos molhados
O meu pai do lado e a mala no chão
Beijei o seu rosto e disse na hora
O mundo lá fora me espera paizão

Entrei no vagão, corri pra janela
E a mala amarela do velho catei
O trem deu partida, soprou bruscamente
E ali novamente sua mão eu beijei
Um pouco pra adiante vi minha casinha
E a minha mãezinha de pé no portão
Ela não me viu e no trem na corrida
Ouvi as latidas do velho sultão

Um certo senhor da poltrona vizinha
Me dizia que vinha do paranazão
E disse também de um jeito cortês
É a primeira vez que deixo o sertão
Pedi seu conselho e ele me disse
Seu moço a velhice é dura demais
Eu sou bem mais velho e posso aconselhar
É duro ficar distante dos pais
Eu nunca esqueci o que o velho falou
O tempo passou e pra casa voltei
Quem fica distante jamais se conforma
Lá plataforma meus pais avistei
Desci comovido, abracei ele e ela
E mala amarela meu filho eu não vi
Meu pai acredite na fala de um homem
Pra não passar fome a mala eu vendi

Que pena, que pena, era minha lembrança
Que eu trouxe de herança do seu avô,
Mais deixa pra lá, eu vou esquecer,
A herança é você e você já voltou",Sertanejo Raiz
Amargurado,Dudu e Eliseo Pasquali,2022,Sertanejo,"O que é feito daqueles beijos que eu te dei?
Daquele amor cheio de ilusão
Que foi a razão do nosso querer
Pra onde foram tantas promessas que me fizeste

Não se importando que o nosso amor viesse a morrer
Talvez com outro estejas vivendo bem mais feliz
Dizendo, ainda, que nunca houve amor entre nós
Pois tu sonhavas com uma riqueza que eu nunca tive
E se ao meu lado muito sofreste, o meu desejo é que vivas melhor

Vai com Deus, sejas feliz com o teu amado
Tens aqui um peito magoado que muito sofre por te amar
Eu só desejo que a boa sorte siga teus passos
Mas se tiveres algum fracasso, creias que ainda te possa ajudar
Talvez com outro estejas vivendo bem mais feliz
Dizendo, ainda, que nunca houve amor entre nós
Pois tu sonhavas com uma riqueza que eu nunca tive

E se ao meu lado muito sofreste, o meu desejo é que vivas melhor
Vai com Deus, sejas feliz com o teu amado
Tens aqui um peito magoado que muito sofre por te amar
Eu só desejo que a boa sorte siga seus passos
Mas se tiveres algum fracasso, creias que ainda te possa ajudar",Sertanejo Raiz
